Neighbourhood Cleansed,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Guests Included,Extra People,Price_log
Sol,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",69.0,2,25,4.248495242049359
Sol,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",110.0,1,0,4.709530201312334
Sol,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo",69.0,1,0,4.248495242049359
Sol,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",85.0,2,15,4.454347296253507
Sol,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",65.0,2,12,4.189654742026425
Prosperidad,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",120.0,1,0,4.795790545596741
Pavones,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_50",26.0,1,0,3.295836866004329
Ciudad Jardín,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",65.0,2,15,4.189654742026425
Ciudad Jardín,Other,Entire home/apt,5,2.0,3.0,5.0,Real Bed,"TV,Wireless Internet,Air conditioning,Pool,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",110.0,6,15,4.709530201312334
Hispanoamérica,Other,Entire home/apt,6,1.5,2.0,4.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",110.0,4,10,4.709530201312334
Hispanoamérica,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,High chair,Pack ’n Play/travel crib",100.0,3,9,4.61512051684126
Hispanoamérica,Loft,Entire home/apt,4,1.0,1.0,3.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,24-hour check-in,Hangers,Hair dryer",54.0,1,10,4.007333185232471
Nueva España,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating",45.0,1,0,3.828641396489095
Nueva España,Apartment,Shared room,4,1.0,1.0,4.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Fire extinguisher,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",20.0,1,20,3.044522437723423
Bellas Vistas,Other,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer",50.0,2,25,3.9318256327243257
Cuatro Caminos,Apartment,Private room,2,2.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",35.0,1,0,3.58351893845611
Cuatro Caminos,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Dryer,First aid kit,Essentials",30.0,1,0,3.4339872044851463
Cuatro Caminos,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",71.0,1,0,4.276666119016055
Cuatro Caminos,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Washer,Essentials,24-hour check-in,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",21.0,1,5,3.091042453358316
Chopera,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Essentials,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",24.0,1,10,3.2188758248682006
Chopera,Apartment,Private room,4,1.0,1.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo",25.0,2,10,3.258096538021482
Legazpi,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",37.0,1,0,3.6375861597263857
Legazpi,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Washer,Essentials,Hangers,Hair dryer,Iron",20.0,1,0,3.044522437723423
Palos de Moguer,Apartment,Entire home/apt,8,2.0,3.0,6.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",145.0,6,5,4.983606621708336
Palos de Moguer,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",43.0,1,0,3.784189633918261
Palos de Moguer,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron",50.0,2,10,3.9318256327243257
Palos de Moguer,Apartment,Entire home/apt,6,2.0,2.0,4.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",71.0,4,10,4.276666119016055
Palos de Moguer,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers",90.0,2,10,4.51085950651685
Guindalera,Apartment,Entire home/apt,8,2.0,4.0,7.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",180.0,6,20,5.198497031265826
Guindalera,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",50.0,1,0,3.9318256327243257
Guindalera,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Washer,Essentials,Shampoo",39.0,1,0,3.6888794541139363
Guindalera,Apartment,Entire home/apt,5,1.0,2.0,5.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",90.0,4,10,4.51085950651685
Guindalera,Apartment,Private room,1,1.0,0.0,1.0,Real Bed,"Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Washer,Dryer",18.0,1,0,2.9444389791664403
Lista,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Iron,Laptop friendly workspace",45.0,1,0,3.828641396489095
Lista,Apartment,Entire home/apt,5,1.5,2.0,3.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",65.0,3,7,4.189654742026425
Lista,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",130.0,4,15,4.875197323201151
Lista,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials",80.0,2,10,4.394449154672439
Lista,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer",50.0,1,25,3.9318256327243257
Lista,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer",85.0,1,0,4.454347296253507
Castellana,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",19.0,1,10,2.995732273553991
Castellana,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"TV,Wireless Internet,Kitchen,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Hair dryer",55.0,3,20,4.02535169073515
Castellana,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Family/kid friendly,Washer,Essentials,Iron",90.0,2,24,4.51085950651685
El Viso,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",110.0,1,0,4.709530201312334
Palos de Moguer,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",105.0,1,10,4.663439094112067
Palos de Moguer,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron",25.0,1,7,3.258096538021482
Atocha,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer",49.0,2,12,3.912023005428146
Atocha,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace",49.0,2,12,3.912023005428146
Pacífico,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",39.0,2,15,3.6888794541139363
Pacífico,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Shampoo,translation missing: en.hosting_amenity_50",32.0,1,5,3.4965075614664802
Pacífico,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",85.0,4,10,4.454347296253507
Pacífico,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",59.0,2,20,4.0943445622221
Pacífico,Apartment,Private room,1,3.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Fire extinguisher,Essentials,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",28.0,1,0,3.367295829986474
Pacífico,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",40.0,2,10,3.713572066704308
Adelfas,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",70.0,1,30,4.2626798770413155
Ibiza,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",120.0,1,0,4.795790545596741
Ibiza,Other,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",55.0,2,10,4.02535169073515
Ibiza,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",30.0,1,5,3.4339872044851463
Ibiza,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,"TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",120.0,6,10,4.795790545596741
Jerónimos,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Smoking allowed,Heating,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,0,3.258096538021482
Jerónimos,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",59.0,2,12,4.0943445622221
Jerónimos,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Hair dryer",45.0,2,20,3.828641396489095
Recoletos,Other,Private room,2,1.0,1.0,2.0,Real Bed,"Wireless Internet,Elevator in building,Heating,Family/kid friendly,Hangers",45.0,1,0,3.828641396489095
Recoletos,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_50",70.0,2,30,4.2626798770413155
Recoletos,Apartment,Entire home/apt,4,1.0,1.0,2.0,Pull-out Sofa,"TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",88.0,3,12,4.48863636973214
Recoletos,Apartment,Private room,1,3.0,1.0,1.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",30.0,1,0,3.4339872044851463
Recoletos,Dorm,Private room,4,1.0,2.0,4.0,Real Bed,"Wireless Internet,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Essentials,Hangers",60.0,1,0,4.110873864173311
Recoletos,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",80.0,1,10,4.394449154672439
Goya,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",30.0,1,10,3.4339872044851463
Goya,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace",65.0,4,15,4.189654742026425
Goya,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",25.0,1,5,3.258096538021482
Goya,Apartment,Entire home/apt,4,3.0,3.0,3.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials",150.0,1,0,5.017279836814924
Goya,Loft,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",200.0,1,0,5.303304908059076
Goya,House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",80.0,1,0,4.394449154672439
Goya,Apartment,Shared room,10,6.0,1.0,10.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Dryer,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",35.0,1,0,3.58351893845611
Goya,Apartment,Entire home/apt,5,2.0,2.0,4.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace",140.0,1,0,4.948759890378168
Goya,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Washer,First aid kit,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",30.0,1,0,3.4339872044851463
Guindalera,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Laptop friendly workspace,Private living room",61.0,1,12,4.127134385045092
Guindalera,Bed & Breakfast,Private room,2,2.0,1.0,2.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",29.0,2,10,3.4011973816621555
Castillejos,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49",60.0,2,20,4.110873864173311
Vallehermoso,House,Private room,2,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",95.0,1,0,4.564348191467836
Vallehermoso,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",50.0,1,0,3.9318256327243257
Vallehermoso,Apartment,Entire home/apt,2,1.0,2.0,1.0,Pull-out Sofa,"TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace",35.0,1,0,3.58351893845611
Almenara,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"TV,Wireless Internet,Wheelchair accessible,Kitchen,Breakfast,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace",22.0,1,15,3.1354942159291497
Valdeacederas,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,"Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",22.0,1,5,3.1354942159291497
Valdeacederas,House,Private room,2,1.0,1.0,1.0,Real Bed,Family/kid friendly,40.0,1,0,3.713572066704308
Berruguete,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",49.0,1,0,3.912023005428146
